season,player_name,team_name,matches,innings,runs,batting_avg,strike_rate,fours,sixes,fifties,hundreds,wickets,economy,bowling_avg
2010,S Sohal,Kings XI Punjab,5,5,77,15.74,118.51,13,5,1,0,0,8.73,30.66
2011,S Sohal,Kings XI Punjab,7,6,123,16.84,140.06,10,6,2,0,0,8.18,26.52
2008,S Sreesanth,Kings XI Punjab,4,1,2,8.03,59.58,1,0,0,0,3,8.72,33.37
2009,S Sreesanth,Kochi Tuskers Kerala,6,2,2,9.81,57.98,1,0,0,0,8,7.91,29.31
2010,S Sreesanth,Rajasthan Royals,9,3,8,7.73,64.03,1,0,0,0,6,8.04,33.88
2011,S Sreesanth,Rajasthan Royals,6,2,9,7.94,59.45,1,0,0,0,4,8.15,25.67
2012,S Sreesanth,Rajasthan Royals,7,2,7,8.82,67.03,1,0,0,0,11,8.62,25.17
2013,S Sreesanth,Rajasthan Royals,6,2,2,7.95,56.67,1,0,0,0,5,8.02,27.77
2010,S Sriram,Delhi Daredevils,1,1,15,10.0,77.45,1,0,0,0,0,17.62,26.5
2011,S Sriram,Royal Challengers Bangalore,1,1,19,10.35,78.29,1,0,0,0,0,17.03,27.96
2009,S Tyagi,Chennai Super Kings,5,1,1,3.68,82.93,0,0,0,0,3,7.84,44.23
2010,S Tyagi,Chennai Super Kings,7,2,1,3.47,78.32,0,0,0,0,2,9.25,40.36
2008,S Vidyut,Chennai Super Kings,13,12,163,22.53,139.26,13,4,1,0,1,11.54,23.93
2015,SA Abbott,Royal Challengers Bangalore,1,1,2,8.97,125.25,0,0,0,0,0,10.7,118.04
2016,SA Abbott,Sunrisers Hyderabad,1,1,4,6.03,114.82,0,0,0,0,0,12.1,88.95
2017,SA Abbott,Sunrisers Hyderabad,1,1,2,7.25,131.99,0,0,0,0,0,12.34,108.34
2018,SA Abbott,Sunrisers Hyderabad,1,1,2,9.75,140.07,0,0,0,0,0,11.64,93.16
2019,SA Abbott,Sunrisers Hyderabad,1,1,2,6.1,120.99,0,0,0,0,0,10.52,88.93
2020/21,SA Abbott,Sunrisers Hyderabad,1,1,3,5.88,134.22,0,0,0,0,0,11.49,120.84
2021,SA Abbott,Sunrisers Hyderabad,1,1,2,9.08,112.66,0,0,0,0,0,12.66,122.33
2022,SA Abbott,Sunrisers Hyderabad,1,1,3,4.51,127.8,0,0,0,0,0,11.54,102.3
2008,SA Asnodkar,Rajasthan Royals,6,6,121,26.87,128.54,13,3,2,0,0,8.2,35.62
2009,SA Asnodkar,Rajasthan Royals,4,4,128,19.36,115.22,14,2,1,0,0,8.46,29.79
2010,SA Asnodkar,Rajasthan Royals,5,5,51,27.95,135.83,9,1,0,0,0,8.32,33.49
2011,SA Asnodkar,Rajasthan Royals,5,5,81,26.55,125.36,12,3,1,0,0,8.69,28.83
2012,SA Yadav,Kolkata Knight Riders,14,13,196,29.14,169.46,35,9,0,0,0,8.51,35.59
2013,SA Yadav,Mumbai Indians,6,5,307,21.75,129.85,23,11,3,0,0,8.05,26.99
2014,SA Yadav,Mumbai Indians,12,11,405,30.76,164.76,31,13,4,1,0,7.66,28.26
2015,SA Yadav,Mumbai Indians,8,7,194,23.36,166.88,43,7,1,0,0,7.68,35.4
2016,SA Yadav,Mumbai Indians,9,8,398,33.74,149.53,30,15,5,0,0,7.35,33.73
2017,SA Yadav,Mumbai Indians,8,7,202,27.53,141.12,16,12,1,0,0,8.18,34.85
2018,SA Yadav,Mumbai Indians,10,9,262,43.87,156.28,37,10,3,0,0,8.12,33.98
2019,SA Yadav,Mumbai Indians,7,6,225,38.58,168.3,35,10,1,0,0,8.62,32.02
2020/21,SA Yadav,Mumbai Indians,10,9,430,30.95,145.61,22,14,2,0,0,8.51,33.6
2021,SA Yadav,Mumbai Indians,8,7,208,39.66,129.84,21,17,3,0,0,8.52,30.16
2022,SA Yadav,Mumbai Indians,8,7,234,26.77,165.56,37,15,0,0,0,8.52,28.11
2023,SA Yadav,Mumbai Indians,10,9,379,20.94,157.4,45,11,6,0,0,8.54,26.98
2024,SA Yadav,Mumbai Indians,6,5,376,28.04,128.38,38,6,4,0,0,8.19,30.04
2025,SA Yadav,Mumbai Indians,13,12,135,30.5,168.12,19,10,0,0,0,7.87,28.22
2026,SA Yadav,Mumbai Indians,7,6,449,40.97,160.87,23,6,1,0,0,8.22,25.87
2008,SB Bangar,Deccan Chargers,4,3,32,8.58,78.69,0,2,0,0,3,8.11,44.16
2009,SB Bangar,Kolkata Knight Riders,8,5,31,5.38,86.38,0,1,0,0,3,7.97,54.14
2024,SB Dubey,Rajasthan Royals,7,6,99,18.34,152.31,6,3,1,0,0,8.73,35.35
2025,SB Dubey,Rajasthan Royals,5,4,58,27.03,173.67,3,5,1,0,0,8.88,28.59
2009,SB Jakati,Chennai Super Kings,9,1,4,26.71,102.1,0,0,0,0,8,8.52,32.03
2010,SB Jakati,Gujarat Lions,8,1,2,28.88,96.8,0,0,0,0,7,8.1,31.25
2011,SB Jakati,Royal Challengers Bangalore,9,1,3,20.83,107.24,0,0,0,0,5,8.19,31.1
2012,SB Jakati,Royal Challengers Bangalore,9,1,4,29.98,104.28,0,0,0,0,5,7.87,34.49
2013,SB Jakati,Royal Challengers Bangalore,9,1,2,23.95,103.69,0,0,0,0,6,7.22,27.28
2014,SB Jakati,Royal Challengers Bangalore,6,1,3,35.22,83.62,0,0,0,0,6,8.61,32.9
2015,SB Jakati,Royal Challengers Bangalore,4,1,3,36.83,108.46,0,0,0,0,8,8.79,27.27
2016,SB Jakati,Royal Challengers Bangalore,6,1,3,30.55,83.27,0,0,0,0,4,8.49,34.88
2017,SB Jakati,Royal Challengers Bangalore,7,1,2,28.93,100.15,0,0,0,0,6,7.41,26.93
2008,SB Joshi,Royal Challengers Bangalore,5,2,7,3.56,44.37,0,0,0,0,1,9.7,94.9
2008,SB Styris,Chennai Super Kings,3,2,32,26.06,98.16,2,0,0,0,2,7.42,33.71
2009,SB Styris,Deccan Chargers,2,2,51,24.71,106.23,2,1,0,0,1,7.89,28.64
2010,SB Styris,Deccan Chargers,2,2,52,25.22,85.47,2,1,1,0,3,7.35,38.74
2011,SB Styris,Deccan Chargers,2,2,28,23.24,88.1,2,0,0,0,3,7.25,33.09
2010,SB Wagh,Pune Warriors,5,1,2,0.98,57.42,0,0,0,0,1,7.88,26.63
2011,SB Wagh,Rajasthan Royals,6,2,1,0.8,67.53,0,0,0,0,1,7.98,30.76
2008,SC Ganguly,Kolkata Knight Riders,16,15,341,30.06,111.78,21,10,4,0,2,8.26,40.18
2009,SC Ganguly,Pune Warriors,10,9,353,24.43,91.46,26,10,4,0,1,8.26,34.83
2010,SC Ganguly,Pune Warriors,15,14,410,35.17,117.48,31,11,1,0,1,8.02,38.01
2011,SC Ganguly,Pune Warriors,9,9,340,23.46,95.98,37,6,5,1,3,7.95,33.24
2012,SC Ganguly,Pune Warriors,12,11,116,24.7,91.81,23,6,1,0,1,7.72,40.21
2019,SC Kuggeleijn,Chennai Super Kings,2,1,0,23.38,136.15,0,0,0,0,1,8.23,29.55
2024,SD Chauhan,Royal Challengers Bengaluru,2,2,25,5.27,107.9,1,1,0,0,0,9.28,35.78
2008,SD Chitnis,Kings XI Punjab,3,2,27,16.95,103.16,2,0,0,0,1,10.69,31.65
2009,SD Chitnis,Mumbai Indians,3,2,10,10.36,106.8,1,1,0,0,0,9.61,34.56
2010,SD Chitnis,Rajasthan Royals,3,2,11,9.61,109.4,2,0,0,0,1,10.03,24.01
2011,SD Chitnis,Rajasthan Royals,2,1,18,13.34,102.32,2,0,0,0,0,9.17,25.83
2012,SD Chitnis,Rajasthan Royals,1,1,26,19.07,112.37,2,0,0,0,0,9.87,29.03
2024,SD Hope,Delhi Capitals,8,8,206,19.41,152.22,8,8,2,0,0,8.73,27.5
2019,SD Lad,Mumbai Indians,1,1,18,14.9,114.77,1,1,0,0,0,8.81,30.87
2010,SE Bond,Kolkata Knight Riders,5,1,1,0.8,49.71,0,0,0,0,13,6.64,26.64
2008,SE Marsh,Kings XI Punjab,8,8,336,49.88,126.81,23,9,4,0,0,7.82,31.32
2009,SE Marsh,Kings XI Punjab,6,6,370,28.79,141.41,39,9,4,0,0,8.84,28.34
2010,SE Marsh,Kings XI Punjab,5,5,338,40.11,124.43,35,9,5,0,0,9.22,35.86
2011,SE Marsh,Kings XI Punjab,7,7,326,26.75,141.49,34,5,5,0,0,8.33,31.94
2012,SE Marsh,Kings XI Punjab,10,10,289,30.86,149.91,22,8,3,0,0,8.61,28.89
2013,SE Marsh,Kings XI Punjab,8,8,372,54.84,122.74,16,7,2,1,0,8.15,32.42
2014,SE Marsh,Kings XI Punjab,9,9,171,43.7,124.22,24,6,1,0,0,8.67,26.41
2015,SE Marsh,Kings XI Punjab,10,10,150,51.09,116.98,28,7,1,0,0,8.6,31.07
2016,SE Marsh,Kings XI Punjab,7,7,160,27.23,149.65,39,8,1,0,0,7.81,32.04
2017,SE Marsh,Kings XI Punjab,4,4,336,43.88,151.64,25,9,5,0,0,8.09,35.85
2019,SE Rutherford,Delhi Capitals,4,3,54,20.51,151.52,2,2,0,0,0,8.07,58.45
2020/21,SE Rutherford,Gujarat Titans,4,3,40,19.18,138.53,2,5,0,0,0,9.21,47.37
2021,SE Rutherford,Mumbai Indians,4,3,83,23.43,137.07,4,3,0,0,0,8.66,49.91
2022,SE Rutherford,Royal Challengers Bangalore,3,3,71,17.96,144.95,2,3,0,0,0,8.87,67.82
2023,SE Rutherford,Royal Challengers Bangalore,4,3,56,16.48,156.16,3,3,1,0,0,9.29,66.24
2024,SE Rutherford,Royal Challengers Bangalore,3,3,73,16.11,146.56,3,4,1,0,0,7.96,62.64
2025,SE Rutherford,Royal Challengers Bangalore,4,3,78,26.17,154.29,3,3,1,0,0,8.89,69.4
2026,SE Rutherford,Royal Challengers Bangalore,2,2,28,22.94,122.49,5,3,0,0,0,9.46,63.66
2024,SH Johnson,Gujarat Titans,6,3,4,25.33,63.91,1,0,0,0,2,9.91,58.39
2025,SH Johnson,Kolkata Knight Riders,2,1,5,26.05,73.55,1,0,0,0,3,9.7,59.87
2010,SJ Srivastava,Kings XI Punjab,6,2,3,4.18,89.64,0,0,0,0,8,9.31,28.37
2011,SJ Srivastava,Kings XI Punjab,4,1,1,3.67,101.5,0,0,0,0,6,9.23,37.68
2008,SK Raina,Chennai Super Kings,8,8,570,41.95,147.74,18,21,4,0,2,6.65,40.2
2009,SK Raina,Gujarat Lions,16,16,507,35.88,148.46,45,10,4,1,2,7.57,36.69
2010,SK Raina,Gujarat Lions,8,8,520,34.36,123.2,32,17,1,0,1,7.93,46.34
2011,SK Raina,Gujarat Lions,16,16,488,44.88,156.92,50,14,1,0,1,6.65,49.7
2012,SK Raina,Gujarat Lions,16,16,304,40.87,122.57,49,12,1,0,2,6.96,45.4
2013,SK Raina,Gujarat Lions,16,16,582,40.83,136.21,21,16,7,0,2,7.55,42.06
2014,SK Raina,Gujarat Lions,13,13,560,32.62,134.91,28,17,6,0,3,7.96,47.39
2015,SK Raina,Gujarat Lions,14,14,472,20.2,129.39,43,9,3,0,3,7.36,39.5
2016,SK Raina,Gujarat Lions,16,16,185,40.04,143.97,35,12,2,0,3,7.54,36.93
2017,SK Raina,Gujarat Lions,16,16,592,35.5,146.19,38,19,5,0,1,7.13,40.49
2018,SK Raina,Gujarat Lions,16,16,401,28.28,137.39,20,8,6,0,2,7.36,46.27
2019,SK Raina,Gujarat Lions,16,16,618,28.52,138.37,54,19,6,0,1,7.95,47.52
2020/21,SK Raina,Gujarat Lions,16,16,196,43.0,127.92,30,12,0,0,1,7.77,47.66
2021,SK Raina,Gujarat Lions,12,12,546,37.65,131.55,38,13,5,1,2,7.38,48.34
2025,SK Rasheed,Chennai Super Kings,6,6,76,9.97,102.92,10,3,0,0,0,8.11,26.25
2008,SK Trivedi,Rajasthan Royals,7,1,4,7.97,62.98,1,0,0,0,14,7.42,31.06
2009,SK Trivedi,Rajasthan Royals,14,3,6,8.22,75.22,0,0,0,0,17,8.09,29.67
2010,SK Trivedi,Rajasthan Royals,7,1,9,4.62,69.89,0,0,0,0,13,7.74,34.5
2011,SK Trivedi,Rajasthan Royals,16,3,5,6.68,67.07,0,0,0,0,15,6.94,23.6
2012,SK Trivedi,Rajasthan Royals,9,2,5,7.77,70.68,1,0,0,0,8,7.2,34.96
2013,SK Trivedi,Rajasthan Royals,16,3,10,5.42,80.95,1,0,0,0,9,7.36,25.06
2008,SK Warne,Rajasthan Royals,12,6,63,9.32,89.31,4,1,1,0,24,7.27,25.64
2009,SK Warne,Rajasthan Royals,10,5,23,7.33,88.42,3,1,0,0,12,6.93,28.92
2010,SK Warne,Rajasthan Royals,11,6,57,9.97,86.63,3,1,1,0,4,7.73,27.3
2011,SK Warne,Rajasthan Royals,16,8,48,9.33,103.89,4,2,0,0,17,7.78,25.61
2009,SL Malinga,Mumbai Indians,15,3,7,6.01,84.23,0,0,0,0,11,6.68,19.98
2010,SL Malinga,Mumbai Indians,9,2,9,6.0,98.14,0,0,0,0,24,7.45,16.47
2011,SL Malinga,Mumbai Indians,14,3,6,6.9,85.65,1,0,0,0,23,7.2,23.53
2012,SL Malinga,Mumbai Indians,16,3,5,5.13,96.07,1,1,0,0,15,7.85,17.46
2013,SL Malinga,Mumbai Indians,11,2,5,5.52,77.72,1,1,0,0,18,6.56,23.13
2014,SL Malinga,Mumbai Indians,9,2,10,5.67,80.59,1,1,0,0,22,7.02,18.35
2015,SL Malinga,Mumbai Indians,6,1,11,7.08,80.71,0,1,0,0,6,7.84,15.99
2016,SL Malinga,Mumbai Indians,13,3,11,6.61,83.6,1,0,0,0,12,6.95,21.87
2017,SL Malinga,Mumbai Indians,15,3,9,5.13,77.96,0,1,0,0,5,7.17,19.4
2018,SL Malinga,Mumbai Indians,12,2,6,4.05,81.84,0,0,0,0,21,6.8,20.45
2019,SL Malinga,Mumbai Indians,16,3,5,4.83,97.86,0,1,0,0,6,6.57,18.87
2016,SM Boland,Rising Pune Supergiants,1,1,0,21.55,120.52,0,0,0,0,2,7.15,29.17
2019,SM Curran,Chennai Super Kings,5,4,147,16.43,155.29,9,5,0,0,3,9.99,34.24
2020/21,SM Curran,Kings XI Punjab,6,5,228,32.63,131.28,9,7,2,0,14,9.24,32.61
2021,SM Curran,Punjab Kings,13,11,63,18.36,122.09,14,9,0,0,7,10.16,28.77
2022,SM Curran,Punjab Kings,13,11,138,27.9,143.28,15,7,1,0,13,9.47,31.19
2023,SM Curran,Punjab Kings,13,11,81,29.35,125.98,9,8,1,0,6,9.67,39.65
2024,SM Curran,Punjab Kings,12,10,210,15.86,132.52,6,4,2,0,3,8.98,30.67
2025,SM Curran,Punjab Kings,8,7,165,18.87,118.03,16,9,2,0,8,10.22,33.33
2009,SM Harwood,Rajasthan Royals,3,2,6,17.93,65.34,0,0,0,0,3,6.79,22.0
2008,SM Katich,Kings XI Punjab,5,5,129,15.3,123.54,17,3,1,0,0,8.86,26.5
2009,SM Katich,Kings XI Punjab,8,8,107,21.95,132.59,18,2,1,0,0,8.17,29.47
2008,SM Pollock,Mumbai Indians,15,9,128,22.51,133.06,14,7,2,0,15,6.72,30.07
2013,SMSM Senanayake,Kolkata Knight Riders,10,5,13,7.06,53.56,0,0,0,0,6,5.93,20.81
2015,SN Khan,Chennai Super Kings,2,1,52,24.78,151.58,5,2,1,0,0,19.25,28.58
2016,SN Khan,Delhi Capitals,3,2,43,27.71,151.38,4,1,0,0,0,16.75,28.77
2017,SN Khan,Kings XI Punjab,6,4,89,16.42,117.06,5,1,1,0,0,18.49,35.16
2018,SN Khan,Punjab Kings,4,3,24,18.51,122.41,4,2,0,0,0,16.25,25.16
2019,SN Khan,Royal Challengers Bangalore,5,4,41,18.6,119.51,9,1,0,0,0,17.96,25.15
2020/21,SN Khan,Royal Challengers Bangalore,7,5,31,31.9,158.16,7,1,0,0,0,17.21,32.84
2021,SN Khan,Royal Challengers Bangalore,3,2,75,28.36,154.06,6,1,1,0,0,17.84,30.96
2022,SN Khan,Royal Challengers Bangalore,3,2,67,14.9,119.2,4,2,1,0,0,19.55,28.52
2023,SN Khan,Royal Challengers Bangalore,4,3,55,27.81,134.37,6,2,0,0,0,19.56,33.37
2024,SN Khan,Royal Challengers Bangalore,5,4,62,27.5,152.69,5,2,0,0,0,18.81,26.19
2025,SN Khan,Royal Challengers Bangalore,3,2,34,17.66,123.61,8,1,1,0,0,17.0,30.26
2026,SN Khan,Royal Challengers Bangalore,5,4,38,25.49,118.13,9,1,1,0,0,18.65,33.26
2015,SN Thakur,Chennai Super Kings,13,5,34,16.06,130.4,3,1,0,0,5,9.21,26.17
2016,SN Thakur,Delhi Capitals,11,4,28,14.46,141.55,3,1,0,0,10,9.0,34.82
2017,SN Thakur,Kings XI Punjab,13,5,34,8.69,157.67,2,1,0,0,6,9.24,26.61
2018,SN Thakur,Kolkata Knight Riders,7,3,35,10.99,144.74,4,2,0,0,10,10.07,25.19
2019,SN Thakur,Lucknow Super Giants,5,2,32,9.35,141.31,4,1,0,0,8,9.23,30.39
2020/21,SN Thakur,Mumbai Indians,6,2,34,8.64,118.17,3,1,0,0,3,9.37,34.99
2021,SN Thakur,Rising Pune Supergiant,8,3,26,11.17,144.17,3,1,0,0,7,9.98,25.41
2022,SN Thakur,Rising Pune Supergiant,8,3,30,13.97,141.72,4,1,0,0,11,8.83,34.45
2023,SN Thakur,Rising Pune Supergiant,6,2,34,14.26,144.38,2,1,0,0,12,10.27,25.48
2024,SN Thakur,Rising Pune Supergiant,8,3,25,12.89,158.67,4,1,0,0,5,9.82,29.62
2025,SN Thakur,Rising Pune Supergiant,12,5,43,13.67,141.6,3,1,0,0,7,8.64,26.65
2026,SN Thakur,Rising Pune Supergiant,11,4,44,8.32,135.84,4,1,0,0,6,9.95,26.95
2019,SO Hetmyer,Delhi Capitals,15,14,232,37.63,167.35,8,16,1,0,0,8.0,24.85
2020/21,SO Hetmyer,Rajasthan Royals,6,5,228,38.32,153.34,15,9,4,1,0,7.7,34.96
2021,SO Hetmyer,Royal Challengers Bangalore,7,6,157,33.81,164.17,11,11,2,0,0,8.41,29.26
2022,SO Hetmyer,Royal Challengers Bangalore,7,6,169,38.33,139.64,12,15,2,0,0,8.77,24.36
2023,SO Hetmyer,Royal Challengers Bangalore,9,8,265,23.64,164.17,7,7,2,0,0,8.68,27.57
2024,SO Hetmyer,Royal Challengers Bangalore,6,5,138,30.32,166.69,8,8,0,0,0,8.97,24.74
2025,SO Hetmyer,Royal Challengers Bangalore,12,11,301,23.48,156.41,16,7,0,0,0,9.28,27.47
2026,SO Hetmyer,Royal Challengers Bangalore,9,8,294,18.75,165.51,14,12,3,1,0,7.67,25.06
2008,SP Fleming,Chennai Super Kings,13,13,183,27.17,124.04,39,2,0,0,0,8.1,26.74
2008,SP Goswami,Kolkata Knight Riders,2,1,21,9.4,89.07,1,0,0,0,0,8.04,28.66
2009,SP Goswami,Rajasthan Royals,2,1,32,14.31,87.29,2,0,0,0,0,8.28,26.31
2010,SP Goswami,Royal Challengers Bangalore,2,1,26,19.97,110.44,3,0,0,0,0,8.19,26.59
2011,SP Goswami,Sunrisers Hyderabad,2,1,9,10.49,106.28,3,0,0,0,0,9.33,27.85
2012,SP Goswami,Sunrisers Hyderabad,2,1,30,17.46,97.19,3,0,0,0,0,8.19,35.34
2013,SP Goswami,Sunrisers Hyderabad,3,2,29,15.98,91.5,4,0,0,0,0,9.13,35.8
2014,SP Goswami,Sunrisers Hyderabad,3,2,26,14.71,89.33,2,0,0,0,0,8.71,35.3
2015,SP Goswami,Sunrisers Hyderabad,3,2,14,14.89,109.98,3,0,0,0,0,7.78,32.52
2016,SP Goswami,Sunrisers Hyderabad,3,2,17,12.67,85.73,2,0,0,0,0,8.09,26.08
2017,SP Goswami,Sunrisers Hyderabad,2,1,21,12.05,86.29,2,0,0,0,0,8.22,35.43
2018,SP Goswami,Sunrisers Hyderabad,2,1,16,9.02,97.12,2,0,0,0,0,8.7,26.8
2019,SP Goswami,Sunrisers Hyderabad,2,1,33,11.74,86.03,3,0,0,0,0,8.03,28.3
2020/21,SP Goswami,Sunrisers Hyderabad,1,1,19,15.54,86.05,1,0,0,0,0,8.07,29.19
2017,SP Jackson,Kolkata Knight Riders,1,1,16,7.32,117.01,1,0,0,0,0,7.85,25.69
2018,SP Jackson,Kolkata Knight Riders,2,2,9,10.86,115.87,1,0,0,0,0,9.1,24.24
2019,SP Jackson,Kolkata Knight Riders,1,1,12,13.79,106.29,1,0,0,0,0,8.02,28.94
2020/21,SP Jackson,Kolkata Knight Riders,2,2,11,13.98,92.37,1,0,0,0,0,8.34,35.97
2021,SP Jackson,Kolkata Knight Riders,2,2,12,8.86,120.54,1,0,0,0,0,7.74,26.62
2022,SP Jackson,Kolkata Knight Riders,2,2,10,6.39,122.53,1,0,0,0,0,9.16,35.14
2012,SP Narine,Kolkata Knight Riders,7,4,66,13.5,145.25,14,11,1,0,5,6.14,22.49
2013,SP Narine,Kolkata Knight Riders,12,8,131,21.25,167.24,13,7,1,0,17,7.34,26.94
2014,SP Narine,Kolkata Knight Riders,16,10,61,16.75,170.18,12,7,0,0,21,6.25,21.86
2015,SP Narine,Kolkata Knight Riders,16,10,161,14.46,183.32,8,10,1,0,10,7.3,28.24
2016,SP Narine,Kolkata Knight Riders,16,10,137,11.27,168.92,18,4,1,0,19,6.66,29.99
2017,SP Narine,Kolkata Knight Riders,16,10,174,17.17,160.35,17,6,2,0,8,7.2,30.35
2018,SP Narine,Kolkata Knight Riders,9,6,182,17.51,167.91,17,4,1,1,7,6.74,21.09
2019,SP Narine,Kolkata Knight Riders,6,4,139,21.81,142.23,17,7,1,0,7,6.45,29.98
2020/21,SP Narine,Kolkata Knight Riders,11,7,149,18.05,181.87,7,11,1,0,6,6.66,21.5
2021,SP Narine,Kolkata Knight Riders,10,6,160,14.59,175.59,18,5,2,0,20,6.66,21.4
2022,SP Narine,Kolkata Knight Riders,16,10,67,12.01,159.01,8,7,1,0,18,7.2,30.4
2023,SP Narine,Kolkata Knight Riders,15,10,170,16.33,178.07,14,7,1,0,14,7.35,27.93
2024,SP Narine,Kolkata Knight Riders,16,10,130,13.59,151.57,17,12,1,0,14,7.45,24.27
2025,SP Narine,Kolkata Knight Riders,14,9,107,21.56,157.17,15,10,2,0,8,7.12,29.37
2026,SP Narine,Kolkata Knight Riders,7,4,187,11.41,158.45,10,7,1,0,10,7.18,25.46
2012,SPD Smith,Delhi Capitals,8,7,311,21.15,114.97,32,5,4,0,0,14.0,29.85
2013,SPD Smith,Pune Warriors,12,11,194,42.5,143.36,20,3,2,0,0,15.77,29.12
2014,SPD Smith,Rajasthan Royals,5,5,381,32.5,121.07,27,4,2,0,0,14.84,32.13
2015,SPD Smith,Rising Pune Supergiant,13,12,165,43.29,118.5,27,7,0,0,0,13.62,31.91
2016,SPD Smith,Rising Pune Supergiants,9,8,257,45.7,137.56,28,6,4,0,0,16.35,28.68
2017,SPD Smith,Rising Pune Supergiants,15,14,140,40.34,139.37,31,8,1,0,0,14.05,30.67
2018,SPD Smith,Rising Pune Supergiants,5,5,365,42.73,112.89,22,6,0,0,0,14.37,30.32
2019,SPD Smith,Rising Pune Supergiants,13,12,338,45.89,118.05,25,4,5,0,0,15.93,24.85
2020/21,SPD Smith,Rising Pune Supergiants,13,12,251,26.21,127.94,32,5,4,1,0,14.41,29.9
2021,SPD Smith,Rising Pune Supergiants,8,7,256,24.37,140.42,27,3,2,0,0,15.98,24.71
2008,SR Tendulkar,Mumbai Indians,11,11,172,29.84,136.77,56,6,2,0,0,10.23,34.2
2009,SR Tendulkar,Mumbai Indians,12,12,257,31.74,111.51,42,6,3,0,0,9.61,25.01
2010,SR Tendulkar,Mumbai Indians,11,11,350,22.69,111.73,72,4,1,0,0,10.23,32.29
2011,SR Tendulkar,Mumbai Indians,12,12,231,33.43,114.84,28,7,1,1,0,9.09,33.15
2012,SR Tendulkar,Mumbai Indians,16,16,434,29.44,134.12,41,6,5,0,0,10.29,31.06
2013,SR Tendulkar,Mumbai Indians,16,16,461,32.79,106.38,48,5,2,1,0,9.9,35.57
2008,SR Watson,Chennai Super Kings,16,16,288,21.6,131.48,15,9,3,0,11,7.85,31.0
2009,SR Watson,Rajasthan Royals,14,14,350,29.29,131.37,25,10,2,0,8,8.59,27.71
2010,SR Watson,Royal Challengers Bangalore,8,8,203,26.15,143.45,32,13,1,0,7,8.7,29.99
2011,SR Watson,Royal Challengers Bangalore,13,13,180,35.6,152.64,22,20,1,0,5,7.19,26.32
2012,SR Watson,Royal Challengers Bangalore,12,12,469,36.14,157.22,26,17,5,0,3,8.03,30.96
2013,SR Watson,Royal Challengers Bangalore,15,15,302,26.8,147.12,40,19,3,0,11,7.96,24.05
2014,SR Watson,Royal Challengers Bangalore,14,14,200,21.85,141.34,30,12,3,0,9,7.88,31.68
2015,SR Watson,Royal Challengers Bangalore,7,7,440,37.67,151.15,29,13,5,0,7,7.15,31.47
2016,SR Watson,Royal Challengers Bangalore,12,12,342,31.96,135.9,33,14,2,0,4,8.56,26.29
2017,SR Watson,Royal Challengers Bangalore,9,9,316,23.39,149.58,39,13,0,0,7,7.68,28.06
2018,SR Watson,Royal Challengers Bangalore,11,11,150,36.99,147.12,43,21,1,0,4,7.6,31.47
2019,SR Watson,Royal Challengers Bangalore,10,10,396,21.58,124.24,30,18,4,0,10,8.19,30.52
2020/21,SR Watson,Royal Challengers Bangalore,10,10,454,20.48,122.96,20,11,3,0,5,8.04,30.66
2017,SS Agarwal,Gujarat Lions,1,1,0,22.99,105.69,0,0,0,0,1,9.64,38.1
2020/21,SS Cottrell,Kings XI Punjab,6,1,0,0,0,0,0,0,0,3,8.8,34.97
2015,SS Iyer,Delhi Capitals,15,15,221,30.41,119.71,16,8,3,0,0,7.47,33.82
2016,SS Iyer,Delhi Daredevils,8,8,155,24.06,137.38,14,18,1,0,0,6.43,31.24
2017,SS Iyer,Kolkata Knight Riders,13,13,205,45.17,122.98,22,14,1,0,0,6.85,34.36
2018,SS Iyer,Punjab Kings,9,9,132,27.12,129.09,39,18,0,0,0,7.59,32.97
2019,SS Iyer,Punjab Kings,9,9,285,30.03,149.1,23,14,4,0,0,7.11,32.02
2020/21,SS Iyer,Punjab Kings,7,7,440,20.96,131.83,18,8,2,0,0,6.48,30.62
2021,SS Iyer,Punjab Kings,10,10,440,44.99,146.26,35,20,3,0,0,7.16,30.19
2022,SS Iyer,Punjab Kings,15,15,245,39.55,143.59,31,19,1,0,0,7.01,25.4
2023,SS Iyer,Punjab Kings,11,11,204,24.8,115.61,37,15,0,0,0,7.4,27.3
2024,SS Iyer,Punjab Kings,7,7,367,25.78,132.57,23,13,4,0,0,7.2,33.5
2025,SS Iyer,Punjab Kings,12,12,414,34.91,119.94,27,17,4,0,0,6.49,24.22
2026,SS Iyer,Punjab Kings,16,16,469,46.46,118.75,32,12,3,0,0,7.39,35.41
2011,SS Mundhe,Pune Warriors,1,1,0,24.03,128.03,0,0,0,0,2,6.02,7.08
2022,SS Prabhudessai,Royal Challengers Bangalore,5,5,51,14.59,132.06,3,2,1,0,0,7.78,32.41
2023,SS Prabhudessai,Royal Challengers Bengaluru,3,3,17,11.17,110.37,5,1,0,0,0,8.9,25.29
2024,SS Prabhudessai,Royal Challengers Bengaluru,5,5,49,8.87,103.96,4,2,1,0,0,8.66,35.62
2009,SS Sarkar,Kolkata Knight Riders,2,1,0,13.06,115.65,0,0,0,0,0,8.39,31.51
2009,SS Shaikh,Kolkata Knight Riders,3,2,5,6.65,93.07,1,0,0,0,0,8.62,24.33
2008,SS Tiwary,Delhi Daredevils,8,6,86,39.81,125.91,6,4,1,0,0,8.36,31.49
